,level_0,CustomerID,Recency,Frequency,Monetory,R,F,M,RFM,RFM_Score,Loyality
1911,1911,2592.0,31,65,137140.0,2,1,1,211,4,Platinum
1912,1912,2593.0,59,28,55309.0,3,2,2,322,7,Gold
1913,1913,2594.0,66,50,168376.0,3,1,1,311,5,Platinum
1914,1914,2595.0,305,8,13631.0,4,3,3,433,10,Silver
1915,1915,2596.0,47,10,19212.0,2,3,3,233,8,Gold
1916,1916,2597.0,18,138,454320.0,1,1,1,111,3,Platinum
1917,1917,2598.0,39,22,49990.0,2,2,2,222,6,Gold
1918,1918,2599.0,20,97,39319.0,1,1,2,112,4,Platinum
1919,1919,2600.0,190,22,19122.0,4,2,3,423,9,Silver
1920,1920,2601.0,52,30,18697.0,2,2,3,223,7,Gold
1921,1921,2602.0,5,138,353674.0,1,1,1,111,3,Platinum
1922,1922,2603.0,137,80,96442.0,3,1,1,311,5,Platinum
1923,1923,2604.0,5,651,2137798.0,1,1,1,111,3,Platinum
1924,1924,2605.0,21,14,47738.0,1,2,2,122,5,Platinum
1925,1925,2606.0,16,190,201764.0,1,1,1,111,3,Platinum
1926,1926,2607.0,41,141,121247.0,2,1,1,211,4,Platinum
1927,1927,2608.0,13,544,445511.0,1,1,1,111,3,Platinum
1928,1928,2609.0,9,147,111079.0,1,1,1,111,3,Platinum
1929,1929,2610.0,26,18,7833.0,2,2,3,223,7,Gold
1930,1930,2611.0,26,23,270114.0,2,2,1,221,5,Platinum
1931,1931,2612.0,41,40,104608.0,2,2,1,221,5,Platinum
1932,1932,2613.0,102,45,28855.0,3,1,2,312,6,Gold
1933,1933,2614.0,6,461,481769.0,1,1,1,111,3,Platinum
1934,1934,2615.0,278,15,23647.0,4,2,3,423,9,Silver
1935,1935,2616.0,33,76,53659.0,2,1,2,212,5,Platinum
1936,1936,2617.0,15,125,47900.0,1,1,2,112,4,Platinum
1937,1937,2618.0,64,137,562737.0,3,1,1,311,5,Platinum
1938,1938,2619.0,2,128,67325.0,1,1,2,112,4,Platinum
1939,1939,2620.0,370,105,42912.0,4,1,2,412,7,Gold
1940,1940,2621.0,313,32,51641.0,4,2,2,422,8,Gold
1941,1941,2622.0,199,23,61366.0,4,2,2,422,8,Gold
1942,1942,2623.0,3,47,49202.0,1,1,2,112,4,Platinum
1943,1943,2624.0,94,16,40134.0,3,2,2,322,7,Gold
1944,1944,2625.0,61,12,25046.0,3,3,3,333,9,Silver
1945,1945,2626.0,82,12,16884.0,3,3,3,333,9,Silver
1946,1946,2627.0,157,91,52340.0,4,1,2,412,7,Gold
1947,1947,2628.0,227,61,76084.0,4,1,2,412,7,Gold
1948,1948,2629.0,254,40,33100.0,4,2,2,422,8,Gold
1949,1949,2630.0,150,11,22317.0,3,3,3,333,9,Silver
1950,1950,2631.0,195,24,30997.0,4,2,2,422,8,Gold
1951,1951,2632.0,2,87,167780.0,1,1,1,111,3,Platinum
1952,1952,2633.0,369,4,8037.0,4,3,3,433,10,Silver
1953,1953,2634.0,24,49,45390.0,2,1,2,212,5,Platinum
1954,1954,2635.0,17,114,57860.0,1,1,2,112,4,Platinum
1955,1955,2636.0,10,74,594521.0,1,1,1,111,3,Platinum
1956,1956,2637.0,9,30,21842.0,1,2,3,123,6,Gold
1957,1957,2638.0,20,151,178345.0,1,1,1,111,3,Platinum
1958,1958,2639.0,4,248,121689.0,1,1,1,111,3,Platinum
1959,1959,2640.0,174,7,21188.0,4,3,3,433,10,Silver
1960,1960,2641.0,1,267,173554.0,1,1,1,111,3,Platinum
1961,1961,2642.0,179,19,32958.0,4,2,2,422,8,Gold
1962,1962,2643.0,17,159,188150.0,1,1,1,111,3,Platinum
1963,1963,2644.0,248,12,13716.0,4,3,3,433,10,Silver
1964,1964,2645.0,192,40,40332.0,4,2,2,422,8,Gold
1965,1965,2646.0,20,142,90353.0,1,1,1,111,3,Platinum
1966,1966,2647.0,155,58,21906.0,4,1,3,413,8,Gold
1967,1967,2648.0,173,25,41978.0,4,2,2,422,8,Gold
1968,1968,2649.0,374,12,43694.0,4,3,2,432,9,Silver
1969,1969,2650.0,373,21,21015.0,4,2,3,423,9,Silver
1970,1970,2651.0,196,12,24747.0,4,3,3,433,10,Silver
1971,1971,2652.0,68,21,49673.0,3,2,2,322,7,Gold
1972,1972,2653.0,5,119,372260.0,1,1,1,111,3,Platinum
1973,1973,2654.0,22,74,159253.0,2,1,1,211,4,Platinum
1974,1974,2655.0,240,11,17226.0,4,3,3,433,10,Silver
1975,1975,2656.0,67,7,17513.0,3,3,3,333,9,Silver
1976,1976,2657.0,117,18,51188.0,3,2,2,322,7,Gold
1977,1977,2658.0,93,77,848097.0,3,1,1,311,5,Platinum
1978,1978,2659.0,319,1,3708.0,4,4,4,444,12,Bronze
1979,1979,2660.0,134,14,45716.0,3,2,2,322,7,Gold
1980,1980,2661.0,277,6,35718.0,4,3,2,432,9,Silver
1981,1981,2662.0,367,2,19784.0,4,4,3,443,11,Bronze
1982,1982,2663.0,83,29,217510.0,3,2,1,321,6,Gold
1983,1983,2664.0,9,60,124346.0,1,1,1,111,3,Platinum
1984,1984,2665.0,17,19,48880.0,1,2,2,122,5,Platinum
1985,1985,2666.0,6,102,204201.0,1,1,1,111,3,Platinum
1986,1986,2667.0,3,43,85894.0,1,2,2,122,5,Platinum
1987,1987,2668.0,34,91,102097.0,2,1,1,211,4,Platinum
1988,1988,2669.0,17,103,210559.0,1,1,1,111,3,Platinum
1989,1989,2670.0,26,184,549059.0,2,1,1,211,4,Platinum
1990,1990,2671.0,32,42,53182.0,2,2,2,222,6,Gold
1991,1991,2672.0,76,7,12342.0,3,3,3,333,9,Silver
1992,1992,2673.0,20,28,62196.0,1,2,2,122,5,Platinum
1993,1993,2674.0,18,121,104275.0,1,1,1,111,3,Platinum
1994,1994,2675.0,24,84,52201.0,2,1,2,212,5,Platinum
1995,1995,2676.0,3,21,63546.0,1,2,2,122,5,Platinum
1996,1996,2677.0,304,11,37072.0,4,3,2,432,9,Silver
1997,1997,2678.0,22,34,499878.0,2,2,1,221,5,Platinum
1998,1998,2679.0,242,5,35737.0,4,3,2,432,9,Silver
1999,1999,2680.0,40,175,447464.0,2,1,1,211,4,Platinum
2000,2000,2681.0,85,24,50685.0,3,2,2,322,7,Gold
2001,2001,2682.0,166,96,56244.0,4,1,2,412,7,Gold
2002,2002,2683.0,18,64,158891.0,1,1,1,111,3,Platinum
2003,2003,2684.0,78,49,162358.0,3,1,1,311,5,Platinum
2004,2004,2685.0,90,42,303554.0,3,2,1,321,6,Gold
2005,2005,2686.0,26,97,445292.0,2,1,1,211,4,Platinum
2006,2006,2687.0,23,112,198320.0,2,1,1,211,4,Platinum
2007,2007,2688.0,3,275,387237.0,1,1,1,111,3,Platinum
2008,2008,2689.0,124,37,164242.0,3,2,1,321,6,Gold
2009,2009,2690.0,31,14,29944.0,2,2,2,222,6,Gold
2010,2010,2691.0,13,140,217497.0,1,1,1,111,3,Platinum
2011,2011,2692.0,20,26,19910.0,1,2,3,123,6,Gold
2012,2012,2693.0,45,52,100890.0,2,1,1,211,4,Platinum
2013,2013,2694.0,7,3,5044.0,1,4,4,144,9,Silver
2014,2014,2695.0,9,552,367845.0,1,1,1,111,3,Platinum
2015,2015,2696.0,55,35,51379.0,2,2,2,222,6,Gold
2016,2016,2697.0,89,131,121921.0,3,1,1,311,5,Platinum
2017,2017,2698.0,37,505,409401.0,2,1,1,211,4,Platinum
2018,2018,2700.0,30,103,328544.0,2,1,1,211,4,Platinum
2019,2019,2701.0,13,217,75708.0,1,1,2,112,4,Platinum
2020,2020,2702.0,212,8,16049.0,4,3,3,433,10,Silver
2021,2021,2703.0,48,379,230857.0,2,1,1,211,4,Platinum
2022,2022,2704.0,24,33,62454.0,2,2,2,222,6,Gold
2023,2023,2705.0,24,90,116827.0,2,1,1,211,4,Platinum
2024,2024,2706.0,246,86,50154.0,4,1,2,412,7,Gold
2025,2025,2707.0,10,211,438036.0,1,1,1,111,3,Platinum
2026,2026,2708.0,36,93,179076.0,2,1,1,211,4,Platinum
2027,2027,2709.0,5,136,3035863.0,1,1,1,111,3,Platinum
2028,2028,2710.0,39,147,76856.0,2,1,2,212,5,Platinum
2029,2029,2711.0,4,182,113369.0,1,1,1,111,3,Platinum
2030,2030,2712.0,4,233,177655.0,1,1,1,111,3,Platinum
2031,2031,2713.0,48,32,26458.0,2,2,2,222,6,Gold
2032,2032,2714.0,41,28,51509.0,2,2,2,222,6,Gold
2033,2033,2715.0,4,163,443593.0,1,1,1,111,3,Platinum
2034,2034,2716.0,17,45,108880.0,1,1,1,111,3,Platinum
2035,2035,2717.0,261,76,75982.0,4,1,2,412,7,Gold
2036,2036,2718.0,47,101,91172.0,2,1,1,211,4,Platinum
2037,2037,2719.0,13,62,47878.0,1,1,2,112,4,Platinum
2038,2038,2720.0,30,28,61750.0,2,2,2,222,6,Gold
2039,2039,2721.0,44,32,34846.0,2,2,2,222,6,Gold
2040,2040,2722.0,96,16,147223.0,3,2,1,321,6,Gold
2041,2041,2723.0,42,226,5754682.0,2,1,1,211,4,Platinum
2042,2042,2724.0,310,29,44172.0,4,2,2,422,8,Gold
2043,2043,2725.0,93,100,75550.0,3,1,2,312,6,Gold
2044,2044,2726.0,6,1147,1036879.0,1,1,1,111,3,Platinum
2045,2045,2727.0,198,22,57229.0,4,2,2,422,8,Gold
2046,2046,2728.0,88,55,113622.0,3,1,1,311,5,Platinum
2047,2047,2729.0,270,39,109698.0,4,2,1,421,7,Gold
2048,2048,2730.0,12,28,59242.0,1,2,2,122,5,Platinum
2049,2049,2731.0,66,63,159709.0,3,1,1,311,5,Platinum
2050,2050,2732.0,33,5,245476.0,2,3,1,231,6,Gold
2051,2051,2733.0,23,75,151874.0,2,1,1,211,4,Platinum
2052,2052,2734.0,39,38,99091.0,2,2,1,221,5,Platinum
2053,2053,2735.0,122,83,180043.0,3,1,1,311,5,Platinum
2054,2054,2736.0,90,9,31384.0,3,3,2,332,8,Gold
2055,2055,2737.0,41,306,143134.0,2,1,1,211,4,Platinum
2056,2056,2738.0,175,10,26358.0,4,3,2,432,9,Silver
2057,2057,2739.0,55,34,50292.0,2,2,2,222,6,Gold
2058,2058,2740.0,33,84,230547.0,2,1,1,211,4,Platinum
2059,2059,2741.0,146,69,94211.0,3,1,1,311,5,Platinum
2060,2060,2742.0,221,8,14489.0,4,3,3,433,10,Silver
2061,2061,2743.0,46,67,81251.0,2,1,2,212,5,Platinum
2062,2062,2744.0,7,133,256076.0,1,1,1,111,3,Platinum
2063,2063,2745.0,68,180,176559.0,3,1,1,311,5,Platinum
2064,2064,2746.0,277,1,-3069.0,4,4,4,444,12,Bronze
2065,2065,2747.0,11,64,161666.0,1,1,1,111,3,Platinum
2066,2066,2748.0,261,23,46572.0,4,2,2,422,8,Gold
2067,2067,2749.0,366,74,47133.0,4,1,2,412,7,Gold
2068,2068,2750.0,17,100,197401.0,1,1,1,111,3,Platinum
2069,2069,2751.0,24,33,105656.0,2,2,1,221,5,Platinum
2070,2070,2752.0,46,21,43912.0,2,2,2,222,6,Gold
2071,2071,2753.0,289,23,66708.0,4,2,2,422,8,Gold
2072,2072,2754.0,299,2,12744.0,4,4,3,443,11,Bronze
2073,2073,2755.0,4,131,287897.0,1,1,1,111,3,Platinum
2074,2074,2756.0,289,1,9376.0,4,4,3,443,11,Bronze
2075,2075,2757.0,17,21,169431.0,1,2,1,121,4,Platinum
2076,2076,2758.0,82,11,21520.0,3,3,3,333,9,Silver
2077,2077,2759.0,57,227,349151.0,3,1,1,311,5,Platinum
2078,2078,2760.0,101,31,175602.0,3,2,1,321,6,Gold
2079,2079,2761.0,300,37,52660.0,4,2,2,422,8,Gold
2080,2080,2762.0,25,167,131409.0,2,1,1,211,4,Platinum
2081,2081,2763.0,60,39,128518.0,3,2,1,321,6,Gold
2082,2082,2764.0,157,18,39579.0,4,2,2,422,8,Gold
2083,2083,2765.0,106,53,111718.0,3,1,1,311,5,Platinum
2084,2084,2766.0,116,1,2100.0,3,4,4,344,11,Bronze
2085,2085,2767.0,12,67,138643.0,1,1,1,111,3,Platinum
2086,2086,2768.0,265,12,38200.0,4,3,2,432,9,Silver
2087,2087,2769.0,241,10,23935.0,4,3,3,433,10,Silver
2088,2088,2770.0,88,67,223635.0,3,1,1,311,5,Platinum
2089,2089,2771.0,52,39,95948.0,2,2,1,221,5,Platinum
2090,2090,2772.0,14,80,156424.0,1,1,1,111,3,Platinum
2091,2091,2773.0,43,54,206112.0,2,1,1,211,4,Platinum
2092,2092,2774.0,15,48,171170.0,1,1,1,111,3,Platinum
2093,2093,2775.0,62,29,37344.0,3,2,2,322,7,Gold
2094,2094,2776.0,249,13,54198.0,4,2,2,422,8,Gold
2095,2095,2777.0,67,6,14724.0,3,3,3,333,9,Silver
2096,2096,2778.0,21,31,371084.0,1,2,1,121,4,Platinum
2097,2097,2779.0,85,47,110946.0,3,1,1,311,5,Platinum
2098,2098,2780.0,219,18,98340.0,4,2,1,421,7,Gold
2099,2099,2781.0,46,352,170148.0,2,1,1,211,4,Platinum
2100,2100,2782.0,144,16,58218.0,3,2,2,322,7,Gold
2101,2101,2783.0,185,30,23673.0,4,2,3,423,9,Silver
2102,2102,2784.0,172,8,15784.0,4,3,3,433,10,Silver
2103,2103,2785.0,10,283,216528.0,1,1,1,111,3,Platinum
2104,2104,2786.0,209,35,71521.0,4,2,2,422,8,Gold
2105,2105,2787.0,190,30,30389.0,4,2,2,422,8,Gold
2106,2106,2788.0,10,16,55740.0,1,2,2,122,5,Platinum
2107,2107,2789.0,60,32,176695.0,3,2,1,321,6,Gold
2108,2108,2790.0,58,211,113833.0,3,1,1,311,5,Platinum
2109,2109,2791.0,77,38,126900.0,3,2,1,321,6,Gold
2110,2110,2792.0,53,15,37066.0,2,2,2,222,6,Gold
2111,2111,2793.0,318,16,20410.0,4,2,3,423,9,Silver
2112,2112,2794.0,368,13,33888.0,4,2,2,422,8,Gold
2113,2113,2795.0,30,117,745905.0,2,1,1,211,4,Platinum
2114,2114,2796.0,40,39,82420.0,2,2,2,222,6,Gold
2115,2115,2797.0,18,89,234945.0,1,1,1,111,3,Platinum
2116,2116,2798.0,52,78,431200.0,2,1,1,211,4,Platinum
2117,2117,2799.0,4,363,1851865.0,1,1,1,111,3,Platinum
2118,2118,2800.0,22,38,80239.0,2,2,2,222,6,Gold
2119,2119,2801.0,263,21,61196.0,4,2,2,422,8,Gold
2120,2120,2802.0,60,36,93434.0,3,2,1,321,6,Gold
2121,2121,2803.0,376,1,-831.0,4,4,4,444,12,Bronze
2122,2122,2804.0,19,31,78464.0,1,2,2,122,5,Platinum
2123,2123,2805.0,54,36,115066.0,2,2,1,221,5,Platinum
2124,2124,2806.0,89,29,73741.0,3,2,2,322,7,Gold
2125,2125,2807.0,250,37,73369.0,4,2,2,422,8,Gold
2126,2126,2808.0,4,118,291208.0,1,1,1,111,3,Platinum
2127,2127,2809.0,251,1,18160.0,4,4,3,443,11,Bronze
2128,2128,2810.0,9,236,519594.0,1,1,1,111,3,Platinum
2129,2129,2811.0,166,29,93665.0,4,2,1,421,7,Gold
2130,2130,2812.0,135,22,50301.0,3,2,2,322,7,Gold
2131,2131,2813.0,306,1,14328.0,4,4,3,443,11,Bronze
2132,2132,2814.0,6,18,48504.0,1,2,2,122,5,Platinum
2133,2133,2815.0,43,136,240588.0,2,1,1,211,4,Platinum
2134,2134,2816.0,269,29,222850.0,4,2,1,421,7,Gold
2135,2135,2817.0,50,89,235829.0,2,1,1,211,4,Platinum
2136,2136,2818.0,9,136,347872.0,1,1,1,111,3,Platinum
2137,2137,2819.0,16,19,90622.0,1,2,1,121,4,Platinum
2138,2138,2820.0,282,13,44320.0,4,2,2,422,8,Gold
2139,2139,2821.0,65,22,169222.0,3,2,1,321,6,Gold
2140,2140,2822.0,2,498,659919.0,1,1,1,111,3,Platinum
2141,2141,2823.0,257,2,4022.0,4,4,4,444,12,Bronze
2142,2142,2824.0,236,6,97873.0,4,3,1,431,8,Gold
2143,2143,2825.0,18,35,101389.0,1,2,1,121,4,Platinum
2144,2144,2826.0,15,98,464764.0,1,1,1,111,3,Platinum
2145,2145,2827.0,9,85,257999.0,1,1,1,111,3,Platinum
2146,2146,2828.0,52,126,261737.0,2,1,1,211,4,Platinum
2147,2147,2829.0,61,3,8070.0,3,4,3,343,10,Silver
2148,2148,2830.0,96,69,157257.0,3,1,1,311,5,Platinum
2149,2149,2831.0,16,87,170200.0,1,1,1,111,3,Platinum
2150,2150,2832.0,128,23,131800.0,3,2,1,321,6,Gold
2151,2151,2833.0,95,58,127367.0,3,1,1,311,5,Platinum
2152,2152,2834.0,52,15,38536.0,2,2,2,222,6,Gold
2153,2153,2835.0,139,8,24684.0,3,3,3,333,9,Silver
2154,2154,2836.0,61,11,27602.0,3,3,2,332,8,Gold
2155,2155,2837.0,101,176,1339400.0,3,1,1,311,5,Platinum
2156,2156,2838.0,74,11,39478.0,3,3,2,332,8,Gold
2157,2157,2839.0,75,28,855461.0,3,2,1,321,6,Gold
2158,2158,2840.0,68,14,37874.0,3,2,2,322,7,Gold
2159,2159,2841.0,65,46,146796.0,3,1,1,311,5,Platinum
2160,2160,2842.0,17,31,65303.0,1,2,2,122,5,Platinum
2161,2161,2843.0,23,219,550788.0,2,1,1,211,4,Platinum
2162,2162,2844.0,32,295,932437.0,2,1,1,211,4,Platinum
2163,2163,2845.0,45,67,140508.0,2,1,1,211,4,Platinum
2164,2164,2846.0,16,11,27300.0,1,3,2,132,6,Gold
2165,2165,2847.0,43,6,26436.0,2,3,2,232,7,Gold
2166,2166,2848.0,3,147,648728.0,1,1,1,111,3,Platinum
2167,2167,2849.0,237,18,42301.0,4,2,2,422,8,Gold
2168,2168,2850.0,78,14,48552.0,3,2,2,322,7,Gold
2169,2169,2851.0,5,177,133945.0,1,1,1,111,3,Platinum
2170,2170,2852.0,4,115,245317.0,1,1,1,111,3,Platinum
2171,2171,2853.0,361,18,49208.0,4,2,2,422,8,Gold
2172,2172,2854.0,59,36,70304.0,3,2,2,322,7,Gold
2173,2173,2855.0,24,57,53737.0,2,1,2,212,5,Platinum
2174,2174,2856.0,34,96,100349.0,2,1,1,211,4,Platinum
2175,2175,2857.0,55,63,69915.0,2,1,2,212,5,Platinum
2176,2176,2858.0,26,19,45412.0,2,2,2,222,6,Gold
2177,2177,2859.0,45,66,86813.0,2,1,2,212,5,Platinum
2178,2178,2860.0,89,45,147561.0,3,1,1,311,5,Platinum
2179,2179,2861.0,3,115,952138.0,1,1,1,111,3,Platinum
2180,2180,2862.0,89,24,60294.0,3,2,2,322,7,Gold
2181,2181,2863.0,20,43,77752.0,1,2,2,122,5,Platinum
2182,2182,2864.0,83,6,17310.0,3,3,3,333,9,Silver
2183,2183,2865.0,172,44,128257.0,4,2,1,421,7,Gold
2184,2184,2866.0,81,14,29233.0,3,2,2,322,7,Gold
2185,2185,2867.0,268,37,105563.0,4,2,1,421,7,Gold
2186,2186,2868.0,236,18,30543.0,4,2,2,422,8,Gold
2187,2187,2869.0,30,90,401237.0,2,1,1,211,4,Platinum
2188,2188,2870.0,37,96,117742.0,2,1,1,211,4,Platinum
2189,2189,2871.0,319,136,103134.0,4,1,1,411,6,Gold
2190,2190,2872.0,58,95,190940.0,3,1,1,311,5,Platinum
2191,2191,2873.0,45,133,132328.0,2,1,1,211,4,Platinum
2192,2192,2874.0,211,8,36966.0,4,3,2,432,9,Silver
2193,2193,2875.0,225,7,32970.0,4,3,2,432,9,Silver
2194,2194,2876.0,88,47,119004.0,3,1,1,311,5,Platinum
2195,2195,2877.0,190,35,72124.0,4,2,2,422,8,Gold
2196,2196,2878.0,37,38,124714.0,2,2,1,221,5,Platinum
2197,2197,2879.0,72,25,50309.0,3,2,2,322,7,Gold
2198,2198,2880.0,41,47,101045.0,2,1,1,211,4,Platinum
2199,2199,2881.0,79,20,52358.0,3,2,2,322,7,Gold
2200,2200,2882.0,57,21,47926.0,3,2,2,322,7,Gold
2201,2201,2883.0,10,141,452381.0,1,1,1,111,3,Platinum
2202,2202,2884.0,10,656,332709.0,1,1,1,111,3,Platinum
2203,2203,2885.0,9,294,455729.0,1,1,1,111,3,Platinum
2204,2204,2886.0,34,51,46405.0,2,1,2,212,5,Platinum
2205,2205,2887.0,212,90,193690.0,4,1,1,411,6,Gold
2206,2206,2888.0,24,92,174519.0,2,1,1,211,4,Platinum
2207,2207,2889.0,171,16,21387.0,4,2,3,423,9,Silver
2208,2208,2890.0,64,7,19650.0,3,3,3,333,9,Silver
2209,2209,2891.0,53,69,221259.0,2,1,1,211,4,Platinum
2210,2210,2892.0,262,24,50692.0,4,2,2,422,8,Gold
2211,2211,2893.0,367,21,-38138.0,4,2,4,424,10,Silver
2212,2212,2894.0,67,123,529764.0,3,1,1,311,5,Platinum
2213,2213,2895.0,17,274,331835.0,1,1,1,111,3,Platinum
2214,2214,2896.0,260,14,104010.0,4,2,1,421,7,Gold
2215,2215,2897.0,177,2,4859.0,4,4,4,444,12,Bronze
2216,2216,2898.0,46,135,670301.0,2,1,1,211,4,Platinum
2217,2217,2899.0,51,17,114697.0,2,2,1,221,5,Platinum
2218,2218,2900.0,18,123,90956.0,1,1,1,111,3,Platinum
2219,2219,2901.0,361,3,-3268.0,4,4,4,444,12,Bronze
2220,2220,2902.0,10,260,660555.0,1,1,1,111,3,Platinum
2221,2221,2903.0,75,61,106260.0,3,1,1,311,5,Platinum
2222,2222,2904.0,72,44,90973.0,3,2,1,321,6,Gold
2223,2223,2905.0,354,54,146451.0,4,1,1,411,6,Gold
2224,2224,2906.0,8,133,190209.0,1,1,1,111,3,Platinum
2225,2225,2907.0,117,25,56421.0,3,2,2,322,7,Gold
2226,2226,2908.0,374,64,40763.0,4,1,2,412,7,Gold
2227,2227,2909.0,197,33,77529.0,4,2,2,422,8,Gold
2228,2228,2910.0,177,6,110868.0,4,3,1,431,8,Gold
2229,2229,2911.0,30,25,59477.0,2,2,2,222,6,Gold
2230,2230,2912.0,22,108,203656.0,2,1,1,211,4,Platinum
2231,2231,2913.0,73,17,257648.0,3,2,1,321,6,Gold
2232,2232,2914.0,340,11,22909.0,4,3,3,433,10,Silver
2233,2233,2915.0,7,167,213834.0,1,1,1,111,3,Platinum
2234,2234,2916.0,32,109,103808.0,2,1,1,211,4,Platinum
2235,2235,2917.0,170,8,18412.0,4,3,3,433,10,Silver
2236,2236,2918.0,122,19,37601.0,3,2,2,322,7,Gold
2237,2237,2919.0,18,119,270628.0,1,1,1,111,3,Platinum
2238,2238,2920.0,10,79,182104.0,1,1,1,111,3,Platinum
2239,2239,2921.0,253,22,37304.0,4,2,2,422,8,Gold
2240,2240,2922.0,23,27,69082.0,2,2,2,222,6,Gold
2241,2241,2923.0,113,12,28954.0,3,3,2,332,8,Gold
2242,2242,2924.0,26,166,648586.0,2,1,1,211,4,Platinum
2243,2243,2925.0,139,22,49172.0,3,2,2,322,7,Gold
2244,2244,2926.0,217,44,84965.0,4,2,2,422,8,Gold
2245,2245,2927.0,264,1,37000.0,4,4,2,442,10,Silver
2246,2246,2928.0,100,44,89621.0,3,2,1,321,6,Gold
2247,2247,2929.0,18,37,80726.0,1,2,2,122,5,Platinum
2248,2248,2930.0,5,16,39061.0,1,2,2,122,5,Platinum
2249,2249,2931.0,331,14,26600.0,4,2,2,422,8,Gold
2250,2250,2932.0,65,155,361868.0,3,1,1,311,5,Platinum
2251,2251,2933.0,120,69,179956.0,3,1,1,311,5,Platinum
2252,2252,2934.0,36,19,43982.0,2,2,2,222,6,Gold
2253,2253,2935.0,220,3,43056.0,4,4,2,442,10,Silver
2254,2254,2936.0,173,56,136474.0,4,1,1,411,6,Gold
2255,2255,2937.0,76,16,29088.0,3,2,2,322,7,Gold
2256,2256,2938.0,2,37,45861.0,1,2,2,122,5,Platinum
2257,2257,2939.0,198,1,23750.0,4,4,3,443,11,Bronze
2258,2258,2940.0,129,118,55678.0,3,1,2,312,6,Gold
2259,2259,2941.0,49,20,62464.0,2,2,2,222,6,Gold
2260,2260,2942.0,6,319,341812.0,1,1,1,111,3,Platinum
2261,2261,2943.0,15,316,523576.0,1,1,1,111,3,Platinum
2262,2262,2944.0,18,41,27606.0,1,2,2,122,5,Platinum
2263,2263,2945.0,30,153,197840.0,2,1,1,211,4,Platinum
2264,2264,2946.0,12,30,1448208.0,1,2,1,121,4,Platinum
2265,2265,2947.0,37,10,20362.0,2,3,3,233,8,Gold
2266,2266,2948.0,158,11,27120.0,4,3,2,432,9,Silver
2267,2267,2949.0,285,20,11915.0,4,2,3,423,9,Silver
2268,2268,2950.0,108,151,80819.0,3,1,2,312,6,Gold
2269,2269,2951.0,25,84,255185.0,2,1,1,211,4,Platinum
2270,2270,2952.0,77,15,40997.0,3,2,2,322,7,Gold
2271,2271,2953.0,17,47,47644.0,1,1,2,112,4,Platinum
2272,2272,2954.0,161,2,10674.0,4,4,3,443,11,Bronze
2273,2273,2955.0,45,37,71519.0,2,2,2,222,6,Gold
2274,2274,2956.0,12,89,102679.0,1,1,1,111,3,Platinum
2275,2275,2957.0,35,232,192400.0,2,1,1,211,4,Platinum
2276,2276,2958.0,292,9,5798.0,4,3,4,434,11,Bronze
2277,2277,2959.0,22,60,134881.0,2,1,1,211,4,Platinum
2278,2278,2960.0,335,8,20380.0,4,3,3,433,10,Silver
2279,2279,2961.0,18,28,64118.0,1,2,2,122,5,Platinum
2280,2280,2962.0,10,93,760534.0,1,1,1,111,3,Platinum
2281,2281,2963.0,65,39,46831.0,3,2,2,322,7,Gold
2282,2282,2964.0,198,32,25595.0,4,2,3,423,9,Silver
2283,2283,2965.0,34,34,78984.0,2,2,2,222,6,Gold
2284,2284,2966.0,2,109,260733.0,1,1,1,111,3,Platinum
2285,2285,2967.0,8,68,229316.0,1,1,1,111,3,Platinum
2286,2286,2968.0,5,666,440930.0,1,1,1,111,3,Platinum
2287,2287,2969.0,11,106,111914.0,1,1,1,111,3,Platinum
2288,2288,2970.0,33,85,75003.0,2,1,2,212,5,Platinum
2289,2289,2971.0,55,5,14180.0,2,3,3,233,8,Gold
2290,2290,2972.0,12,53,83408.0,1,1,2,112,4,Platinum
2291,2291,2973.0,22,51,179530.0,2,1,1,211,4,Platinum
2292,2292,2974.0,21,17,45236.0,1,2,2,122,5,Platinum
2293,2293,2975.0,38,129,109703.0,2,1,1,211,4,Platinum
2294,2294,2976.0,3,76,62530.0,1,1,2,112,4,Platinum
2295,2295,2977.0,19,115,203608.0,1,1,1,111,3,Platinum
2296,2296,2978.0,83,228,163300.0,3,1,1,311,5,Platinum
2297,2297,2979.0,34,97,45106.0,2,1,2,212,5,Platinum
2298,2298,2980.0,67,110,57238.0,3,1,2,312,6,Gold
2299,2299,2981.0,9,126,135106.0,1,1,1,111,3,Platinum
2300,2300,2982.0,268,4,88140.0,4,3,1,431,8,Gold
2301,2301,2983.0,251,23,51182.0,4,2,2,422,8,Gold
2302,2302,2984.0,5,109,287498.0,1,1,1,111,3,Platinum
2303,2303,2985.0,62,31,163178.0,3,2,1,321,6,Gold
2304,2304,2986.0,75,100,85064.0,3,1,2,312,6,Gold
2305,2305,2987.0,91,33,72480.0,3,2,2,322,7,Gold
2306,2306,2988.0,61,59,69213.0,3,1,2,312,6,Gold
2307,2307,2989.0,29,88,42015.0,2,1,2,212,5,Platinum
2308,2308,2990.0,329,4,13168.0,4,3,3,433,10,Silver
2309,2309,2991.0,54,35,219191.0,2,2,1,221,5,Platinum
2310,2310,2992.0,270,45,32780.0,4,1,2,412,7,Gold
2311,2311,2993.0,3,357,371121.0,1,1,1,111,3,Platinum
2312,2312,2994.0,53,99,277140.0,2,1,1,211,4,Platinum
2313,2313,2995.0,61,209,223993.0,3,1,1,311,5,Platinum
